id,google_id,name,rating,price_level,vicinity,latitude,longitude
3553,ChIJ9Q2ERDkbdkgRWog68xdkmP0,"Crestfield Hotel",3.8,NULL,"2-4 Crestfield Street, London",51.5297699,-0.1224146
3554,ChIJMQg0izAbdkgR0eTfnuGboGA,"Holiday Inn London Bloomsbury",4.1,NULL,"Coram Street, London",51.5239639,-0.1249877
3555,ChIJAxuMFDkbdkgR3AnUvB-kg6A,"Elmwood Hotel",2.8,NULL,"19 Argyle Square, London",51.5290031,-0.1216765
3556,ChIJ1UbdkTobdkgRRMd4xVSwmvU,"Crescent Hotel",4.1,NULL,"49-50 Cartright Gardens, Bloomsbury, London",51.5262337,-0.1269810
3557,ChIJKQ3x9S4bdkgR-3utVT70vC8,"Hotel Cavendish",2.5,NULL,"75 Gower Street, London",51.5220566,-0.1323648
3558,ChIJR-SvZTkbdkgRZZt4kLYqeNY,"Excelsior London Hotel",2.7,NULL,"42 Argyle Square, London",51.5289345,-0.1228043
3559,ChIJ7ZmUOTkbdkgRShUVsql6GSY,"Comfort Inn Kings Cross",3.5,NULL,"2-5 Saint Chad's Street, London",51.5300484,-0.1213894
3560,ChIJSXkoEyYbdkgRpmQAturmT2k,"The Wesley Euston Hotel & Conference Venue",4,NULL,"81-103 Euston Street, London",51.5267410,-0.1358650
3561,ChIJbYKfOTEbdkgRhtKBM5nFxjw,"The Principal London",4,NULL,"8 Russell Square, London",51.5226250,-0.1251674
3562,ChIJP6yveDobdkgRKr8lp0KVSqg,"Goodwood Hotel",2.1,NULL,"38-40 Tavistock Place, London",51.5254631,-0.1258046
3563,ChIJA2fSDDkbdkgRVoWgT2fTc0I,"Albion House",3.2,NULL,"29 Argyle Square, London",51.5285149,-0.1218838
3564,ChIJqYuw6yYbdkgRhQA1lyQGbBM,"Thistle Euston Hotel",3.9,NULL,"Cardington Street, London",51.5291405,-0.1372782
3565,ChIJlYuWgTAbdkgRUJtRll5u-t0,"Albany Hotel",3.1,NULL,"34 Tavistock Place, London",51.5253983,-0.1259963
3566,ChIJj2GS5DgbdkgR5ByCB6VlX3M,Clink261,3.6,NULL,"261-265 Grays Inn Road, London",51.5290604,-0.1201225
3567,ChIJTWdz4TsbdkgR4uGhBi07VvI,"The Belgrove Hotel",2.5,NULL,"1-3 Belgrove Street, London",51.5296555,-0.1235637
3568,ChIJG97EYjkbdkgRF-ooye6pvbs,"Princess Hotel",3.5,NULL,"35-37 Argyle Street, London",51.5288277,-0.1231325
3569,ChIJwVrCUjkbdkgRLKe5q8EOxQ8,"Premier Inn London Kings Cross",4.3,NULL,"26-30 York Way, London",51.5319481,-0.1221670
3572,ChIJcbFlWjwbdkgRkWV3mHdgFh8,"Great Northern Hotel",4.6,NULL,"Great Northern Hotel,, Pancras Rd, King's Cross, London",51.5310860,-0.1246047
3574,ChIJ7ZmUOTkbdkgRn4MUT2ldf-0,"Kings Cross Inn Hotel",3.2,NULL,"9-11 Euston Road, London",51.5301094,-0.1227501
3576,ChIJtfF21D4bdkgRm9GdNf_V464,"Keystone House Hostel",3.5,NULL,"272-276 Pentonville Road, London",51.5309868,-0.1208100
3577,ChIJM8MIQNYadkgRNC7hcekjix0,"Grange Fitzrovia Hotel",3.6,NULL,"20-28 Bolsover Street, London",51.5217705,-0.1425257
3578,ChIJQ4jG2DsbdkgRb97YRl66dds,"The Jesmond Dene Hotel",3.8,NULL,"27 Argyle Street, London",51.5290031,-0.1233245
3579,ChIJAxuMFDkbdkgRK2HkzBygE1E,"Howard Winchester Hotel",3.3,NULL,"9 Argyle Square, London",51.5294151,-0.1220326
3580,ChIJAxuMFDkbdkgRvjazEFRPTgk,"European Hotel",2.5,NULL,"11-15 Argyle Square, London",51.5291672,-0.1217795
3582,ChIJdduYcTkbdkgR7EulamttDX8,"Angus Hotel",4,NULL,"31-32 Argyle Square, London",51.5285072,-0.1220618
3583,ChIJ8SWJXzkbdkgRNSs-uYWVpLE,"The California",3.6,NULL,"4-8 Belgrove Street, London",51.5295067,-0.1234645
3584,ChIJI3O2TjkbdkgRas_3I3Xb-hU,Carlton,2.8,NULL,"Birkenhead Street, London",51.5304451,-0.1222791
3585,ChIJGTHtrjEbdkgRFY6-Ga5ZbPE,"Royal National Hotel",3.1,NULL,"38-51 Bedford Way, Russell Square, London",51.5235481,-0.1277210
3587,ChIJFXsRGTsbdkgRiNfOPIM08pE,"Premier Inn London St Pancras",4.4,NULL,"88 Euston Road, London",51.5285683,-0.1268417
3588,ChIJhfLIHCUbdkgReJ4B8pWAbW0,"Travelodge London Central Euston Hotel",3.6,NULL,"1-11 Grafton Place, London",51.5280075,-0.1313001
3589,ChIJ46SGrDobdkgR_ariSCcikK0,"County Hotel",3.1,NULL,"8-11 Upper Woburn Place, London",51.5263901,-0.1295179
3590,ChIJ2aw9nQql2EcR9f5iz31KNrs,"Avonmore Hotel",3.3,NULL,"57 Cartwright Gardens, London",51.5261612,-0.1266473
3591,ChIJKQ3x9S4bdkgRQ2B48io2emw,"Gower House Hotel",3.5,NULL,"57 Gower Street, London",51.5215797,-0.1318950
3592,ChIJ7aGrZjkbdkgR8Hvt76AV2w8,"Macdonald Hotel",3,NULL,"45-46 Argyle Square, London",51.5291557,-0.1229330
3593,ChIJiUnsUigbdkgR9vX1PAJtRlQ,"Indian YMCA",4.1,NULL,"41 Fitzroy Square, London",51.5227699,-0.1389620
3653,ChIJgSmy5tQJdkgRChqBGIIpngE,"Castlemaine House",0,NULL,"11 Castlemaine Avenue, Epsom",51.3496857,-0.2354771
3654,ChIJSbu8DHbidUgRpyW7bTWC-WQ,"Abbeyfield Southern Oaks",0,NULL,"The Old House, Epsom Rd, Epsom",51.3455009,-0.2509127
3655,ChIJq-Fbj3PidUgRiYuO76NuYO4,"Tuum Bed & Breakfast",0,NULL,"Epsom Road, Epsom",51.3411674,-0.2536190
3656,ChIJeynNJHTidUgROSFpj_Z36Fc,Rosa's,0,NULL,"Tuum, Epsom Road, Epsom",51.3473053,-0.2504235
3657,ChIJZ3BEfuQJdkgRAMrHwPmMY6U,"Luna's Guest House",4.4,NULL,"168 Chessington Road, Epsom",51.3515663,-0.2644778
3721,ChIJmW1DdS0bdkgRHRtYdd-9A3A,"St Giles Heathrow - A St Giles Hotel",3.4,NULL,"Hounslow Road, Feltham",51.4493752,-0.4070895
3722,ChIJI5jJSXBzdkgRq276o2cQ40w,"Travelodge London Feltham Hotel",3.6,NULL,"Res Centre, High Street, Feltham",51.4470596,-0.4113967
3723,ChIJj7qYamxzdkgRDPF9LqpYxhs,"Ambassador Heathrow Hotel",4.2,NULL,"10 Hanworth Road, Feltham",51.4473495,-0.4068229
3724,ChIJZ4wXnRRzdkgRlmiowiJz7Rw,"Channins Hounslow Hotel",3.2,NULL,"41 Hounslow Rd, Feltham",51.4531708,-0.4054260
3725,ChIJLXQDuRRzdkgRCJ5Amdv4fpU,Caddie,0,NULL,"10 Brainton Avenue, Feltham",51.4521179,-0.4042076
3726,ChIJq6qqBnJzdkgRv7I9E0LMFv8,T-Mobile,0,NULL,"The Centre, Feltham",51.4463158,-0.4116648
3727,ChIJibfC9GtzdkgR48mVaDGS88U,Crownmews,0,NULL,"27A Hanworth Road, Feltham",51.4472466,-0.4050991
3728,ChIJ70XSqRRzdkgRfRhBZxGIAjs,"Pine Lodge B & B",0,NULL,"11 Harlington Road East, Feltham",51.4516754,-0.4053978
3784,ChIJj0zUcEsDdkgRCBQ-b1OTshk,"Hotel Motel One London Tower Hill",4.5,NULL,"24-26 Minories, London",51.5127144,-0.0749964
3785,ChIJh01NkEsDdkgRMYJXoC_ch6Q,"Roomspace Serviced Apartments - River House",0,NULL,"119 Minories, London",51.5115318,-0.0754500
3787,ChIJ5aTOnzUDdkgRskg9DqF1tR8,"SACO Tower Hill - Leman St",0,NULL,"Sugar House, 99 Leman Street, London",51.5123024,-0.0691150
3789,ChIJT7QzAHgAdkgRucXj2XbT2nA,"Bearswood Scout Camp Site",0,NULL,"Bearswood, Osward Courtwood Lane, Croydon",51.3471603,-0.0350500
3790,ChIJAQR9ZVQXdkgREZxf5r4Yguc,"Chumleigh Lodge Hotel",0,NULL,"228 Nether Street, London",51.6056633,-0.1947132
3791,ChIJI256SVEXdkgRKgUdZWNWZpU,"Chumleigh Lodge Hotel",4.3,NULL,"226-228 Nether Street, London",51.6057014,-0.1947568
3792,ChIJiyVtsKwQdkgRh_RKpvE1KvI,"TIMEAWAY TRAVEL LTD",0,NULL,"7 The Avenue, London",51.5984535,-0.1953165
3793,ChIJNYCxcVMXdkgRuqRHlls1NCQ,"Travelodge London Finchley hotel",0,NULL,"Winston House, 2 Dollis Park, London",51.6010895,-0.1954820
3794,ChIJ-xH-wOAadkgRh857VxShrfY,"Contractor Accommodation Services - THE OFFICIAL SITE",4.7,NULL,"2 Dollis Park, London",51.6010094,-0.1951902
3795,ChIJUdqeFa0QdkgRc6DFq7oSJNg,"Ahova Hazajovunk Reszegen",0,NULL,"255 Gravel Hill, London",51.5976105,-0.1987366
3798,ChIJy_sIOIQadkgRuSL2tdAZ8ZM,"Langorf Hotel",3.8,NULL,"20 Frognal, London",51.5504608,-0.1800897
3799,ChIJ0eC1aYQadkgRJhqLIBfz4GE,"Quality Hotel Hampstead",3.5,NULL,"5-7 Frognal, London",51.5498924,-0.1809830
3801,ChIJ87QZ74QadkgRposGNWukZ2k,"Holiday Inn Express London - Swiss Cottage",4,NULL,"152-156 Finchley Road, London",51.5484810,-0.1806300
3802,ChIJwcXzfIQadkgR2Junxb5kCZI,"Dani Hampstead Studio",0,NULL,"287 Finchley Road, London",51.5492706,-0.1818000
3805,ChIJr0QhWpwadkgRKIcNVHBkvJc,"Apartment Greencroft Gardens Hampstead",0,NULL,"Greencroft Gardens, London",51.5434341,-0.1844448
3806,ChIJo_lIcZwadkgRTfqXoqWH3fY,"Apartment in Swiss Cottage",0,NULL,"71 Aberdare Gardens, London",51.5428658,-0.1827471
3809,ChIJ6-JJDJ0adkgRO8HReTkv-Tg,"Dawson House Hotel",4.4,NULL,"72 Canfield Gardens, London",51.5441895,-0.1864381
3811,ChIJc_Xs0n4QdkgR0ttZl1IFTL4,"Short Lets in London - West Hampstead",0,NULL,"260A West End Lane, London",51.5517654,-0.1918771
3812,ChIJd_k5koEadkgRuxoSBgf5Ljo,"Apartment Finchley Road - Hampstead",0,NULL,"Finchley Road, London",51.5524445,-0.1865280
3824,ChIJS3jV65sadkgRkPe9bPSQU0Q,"Short Let London | Short Stay Apartments in London",3.7,NULL,"13 Fairhazel Gardens, London",51.5420189,-0.1810356
3826,ChIJ0c1oIYUadkgRkPBCARMtPVE,"Hampstead Green Hill",0,NULL,"122C Finchley Road, London",51.5475044,-0.1791111
3827,ChIJmQOvLJoadkgRCPgSsJdJ5Xk,"Bake With Maria",0,NULL,"81 Loudoun Road, London",51.5415154,-0.1793512
3832,ChIJZWaQLXkQdkgRqyqw1uKG2Wo,"274 Suites",0,NULL,"274 West End Lane, London",51.5519333,-0.1918339
3834,ChIJs2NI4IcadkgRz8U2MVZfIYc,"King Willaim IV Hotel",0,NULL,"77 Hampstead High Street, London",51.5556297,-0.1768740
3835,ChIJGyZbKYUadkgRHf8Cz6DhzVM,"russtle hostel",0,NULL,"Finchley Road, London",51.5467834,-0.1791111
3837,ChIJU1W8poMadkgRD1XVx5E_IzU,"14 Iroko House",0,NULL,"Lithos Road, London",51.5493164,-0.1843067
3838,ChIJNS2mqYMadkgR7SXEASSYZKk,"Hornbeam House",0,NULL,"47 Lithos Road, London",51.5491905,-0.1848265
3839,ChIJEzofMIQadkgRuQoIuX17JWA,"Lane Mews",0,NULL,"20 Frognal Hampstead, London Nw3 6 Ag, Great Britain, London",51.5509987,-0.1801000
3842,ChIJzTSiw5sadkgRAd5VuboIfh8,"Short Let Apartments in Swiss Cottage",0,NULL,"9 Fairhazel Gardens, London",51.5419655,-0.1808943
3847,ChIJde3lcJMadkgRLP7Vq3HSkRA,"Chats Bar @ London Marriott Hotel Regents Park",0,NULL,"128 King Henry's Road, London",51.5419350,-0.1699800
3864,ChIJu-7C_X0adkgRdYsu0bBnbW4,"Studio London Hampstead",0,NULL,"3 The Heights, London",51.5573082,-0.1823368
3874,ChIJieWM44cadkgR4FOQY3fyNQM,"Londons Holiday Apartments",0,NULL,"Coach House Yard, London",51.5560913,-0.1769884
3893,ChIJ5ai3AYYbdkgRY-T6jw62mQU,"Best Western London Highbury",3.7,NULL,"374 Seven Sisters Road, London",51.5679283,-0.0992347
3904,ChIJ1_FIVogbdkgR-nNHELTmPmQ,"Kent Hall Hotel",3.6,NULL,"414 Seven Sisters Road, London",51.5698013,-0.0967240
3905,ChIJkTZ2logbdkgRbCIOAqQQbfE,"Majestic Hotel, London",4.1,NULL,"392-394 Seven Sisters Road, London",51.5688896,-0.0981780
3908,ChIJ5ai3AYYbdkgRN59IkTUMzy4,"Lanark Hotel",0,NULL,"348 Seven Sisters Road, London",51.5689621,-0.0980857
3923,ChIJK-OCvogbdkgRyLidksmpjpI,"Seven Sisters",0,NULL,"384 Seven Sisters Road, London",51.5685463,-0.0987499
3924,ChIJ7yPKyIcbdkgR0InmrcJVUQU,"kingsley armaah",0,NULL,"Gloucester Drive, London",51.5665474,-0.0964125
3926,ChIJEx8AVIgbdkgRT-XKRWO5IhI,"Finsbury Grange",0,NULL,"402 Seven Sisters Road, London",51.5693893,-0.0973330
3928,ChIJgda1BHgcdkgRQiEYsIbo3nw,"Lake House",0,NULL,"2 Green Lanes, London",51.5671539,-0.0933941
3929,ChIJE3V6Npen2EcR5GZULACDwyI,"Travel Inn Hotel",2.6,NULL,"207 Romford Road, London",51.5451431,0.0174860
3930,ChIJeX4bbJen2EcRRfsoASbr4v4,"Forest View Hotel",4.4,NULL,"227 Romford Road, London",51.5456467,0.0193012
3931,ChIJe2iAR6an2EcRjKuKfwKSrKE,"Forest Gate Hotel",3.5,NULL,"105 Godwin Road, London",51.5536003,0.0337715
3932,ChIJK9xcbbCn2EcR8P5gNBJZ_-4,"Union Cottage London",0,NULL,"102 Sherrard Road, London",51.5451126,0.0360213
3933,ChIJcyG-v6Wn2EcRoOnY1HD5u6s,"Hampton Flat",0,NULL,"99 Hampton Road, London",51.5504112,0.0336704
3934,ChIJsWwC0b2n2EcReLAhrHUmmtg,"137 Upton Lane",0,NULL,"137 Upton Lane, London",51.5417595,0.0258786
3935,ChIJXy8BB5an2EcRplKIOBojuVs,"201 Upton Lane",0,NULL,"201 Upton Lane, London",51.5414391,0.0229506
3936,ChIJW7gHQ5Cn2EcRH7rxwEVxH7Y,"Pistacchio House",0,NULL,"7 John Barnes walk, London",51.5450401,0.0137709
3937,ChIJmcwgR46n2EcRxeY68iqVpn8,"Viking Hotel",3.2,NULL,"162 Romford Road, London",51.5440102,0.0152134
3938,ChIJHai7VqOn2EcRazJx50lsTfQ,"The Newham Hotel",2.8,NULL,"349 Romford Road, London",51.5469398,0.0290920
3939,ChIJQaJE55mn2EcR3CtBprxWXzE,"Step Up",0,NULL,"7 Norwich Road, London",51.5464058,0.0193204
3940,ChIJ-zTCVaSn2EcR0X8pWe0EvME,"Cottage 3L",0,NULL,"92A Osborne Road, London",51.5491676,0.0308850
3941,ChIJFxBePZin2EcRsBV1CdR7FXE,"Metro INN",0,NULL,"97-99 Clova Road, London",51.5472870,0.0220045
3942,ChIJk7a107yn2EcRWJYVNzHB94o,"The Golden Moon",0,NULL,"5 Jackson Court, 314 Romford Road, London",51.5463142,0.0269638
3943,ChIJDSSTcbyn2EcRGttdsONFdIs,"Rent a room in London - RentLondonRooms",0,NULL,"27 Grosvenor Road, London",51.5428581,0.0277749
3944,ChIJw4XYS5in2EcRhHDXXfAw7qQ,"Grove Guest House",0,NULL,"153 Earlham GroveForest Gate, London E7 9AP",51.5480843,0.0209210
3945,ChIJ2zILtqSn2EcRC__Vd_Mknh8,"St. Andrews Hotel",0,NULL,"332 Romford Road, London",51.5465126,0.0289606
3946,ChIJGyYNQpen2EcREhFyOHgP_Ps,"Noble Enterprises",0,NULL,"235 Romford Road, London",51.5458603,0.0204632
3947,ChIJz8R9saSn2EcRVp4_iZJFd1Y,McCreadie,0,NULL,"357-363 Romford Road, London",51.5470543,0.0303162
3948,ChIJmV6J-qSn2EcRL3opKmJiOLY,"Brittains' B&B",0,NULL,"59 Claremont Road, London",51.5487595,0.0316129
3949,ChIJ6V23lJ6n2EcRT5h6EZiuUHU,"Homebells Guest House",0,NULL,"28 Fowler Road, London",51.5532684,0.0192872
3950,ChIJlUF6yZCn2EcR5ld7TcDBAc8,Glo,0,NULL,"6-10 Radlett Close, London",51.5450478,0.0172104
3951,ChIJmUJNfryn2EcR_asD893975s,"open Mind And Body",0,NULL,"70-72 Studley Road, London",51.5438004,0.0291752
3952,ChIJ52z4HZen2EcR3xJeZplX13g,"Impress White Smile",0,NULL,"37 Knox Road, London",51.5437355,0.0190670
3953,ChIJz4JXR6an2EcROQBceoWHKcI,"Highview Hills Ltd",0,NULL,"105 Godwin Road, London",51.5536575,0.0338284
3954,ChIJKVQLMZCn2EcRrlU_lUiPOV4,"28 Meads Court",0,NULL,"Meads Court, Carnarvon Road, London",51.5445518,0.0130514
3955,ChIJNZwogdEDdkgR5GMp11dDjtM,"Luxury 2 Double Bed Flat",0,NULL,"31 Perry Vale, London",51.4391098,-0.0528692
3956,ChIJjcj_YNoDdkgRkKcRnia8ho0,"Give it a try!",0,NULL,"8 Grassmount, London",51.4386444,-0.0598116
3957,ChIJS9rUpbgEdkgRErSNCvdvyxk,"Fashionable London Apartment",0,NULL,"181A Perry Vale, London",51.4353905,-0.0446481
3958,ChIJd80XhdcDdkgRWUHhnHXGyas,"Miriam Lodge",0,NULL,"Paul Green House, 185 Dartmouth Road, London",51.4330292,-0.0576669
3963,ChIJbZLF9oYPdkgRQRRqbQuJxMk,"La Reserve Hotel",3.4,NULL,"422-428 Fulham Road, London",51.4802933,-0.1910997
3965,ChIJ_TmTfYgPdkgRCFh4S4fwK_k,"Millennium & Copthorne Hotels At Chelsea Football Club",4.1,NULL,"Stamford Bridge, Fulham Road, London",51.4812584,-0.1898970
3966,ChIJa52ioZoPdkgRFqueDjZmW7Y,"Travelodge London Fulham Hotel",3.7,NULL,"290-302 North End Road, London, Fulham",51.4831543,-0.2008412
3967,ChIJJdqGGYUPdkgRKA9wudI1-R0,"FG apartment - Chelsea - Fulham, Vanston Place, Flat B",0,NULL,"21 Vanston Place, London",51.4812012,-0.1977580
3968,ChIJC6Xt8oQPdkgRr_TXX1onoxk,"Barclay House London - Luxury B&B Bed and Breakfast",0,NULL,"21 Barclay Road, London",51.4794312,-0.1972530
3969,ChIJz4cBvpwPdkgR93NB-mm_ps4,"Bed & Breakfast in Fulham",0,NULL,"5 Elmstone Road, London",51.4771919,-0.2008338
3970,ChIJFw9vi30FdkgRHtotbvsFJAo,"Mare Moto",3.7,NULL,"562 King's Road, London",51.4793663,-0.1876469
3971,ChIJXZ9jaoUPdkgRPwF1bBFMlEU,"Apatment Walham Grove Fulham",0,NULL,"Walham Grove, London",51.4821777,-0.1980610
3972,ChIJG0HR1okPdkgRef7nZKAfwP8,"New Kensington 4 @ D Collection",0,NULL,"Redcliffe Street 4, Flat 4, London",51.4864197,-0.1881949
3973,ChIJeVEdaJkPdkgRQYif-upwBBM,"The Villes Bed & Breakfast",0,NULL,"39 Brookville Road, London",51.4793777,-0.2062517
3974,ChIJl9sAKZkPdkgRhjaiISmjPiM,"The Gallery Apartment",0,NULL,"Flat 2, 40 Filmer Road, London",51.4785156,-0.2081939
3976,ChIJw5_tHoYPdkgRR18md3gS1Wo,"One Bedroom Apartment in Fulham",0,NULL,"Brompton Park Crescent, London",51.4831085,-0.1925080
3977,ChIJtVpD4okPdkgRiKIg1QhlC0I,"D Collection @Kensington",0,NULL,"23 Redcliffe Square, London",51.4877167,-0.1879759
3978,ChIJS0FsDpsPdkgRAA7iV7CLuhc,"Bed and Breakfast In Fulham - Diana Balfour",0,NULL,"35 Burnthwaite Road, London",51.4798889,-0.2015701
3979,ChIJaciKVo4PdkgRRv3T2UAwCNQ,"Brompton House",0,NULL,"13 Seagrave Road, London",51.4863472,-0.1968684
3980,ChIJB5OWtWIFdkgR8vF_TwgCHw8,"Elicia's Chelsea Apartment",0,NULL,"14.Ifield Road, Flat 2, London",51.4835510,-0.1864422
3981,ChIJp6Z2b4APdkgRHHLmiNYDy8k,"Queen Elizabeth Chelsea Pub & Hostel",3.6,NULL,"58 Bagleys Lane, London",51.4747581,-0.1886890
3982,ChIJm9yRxIkPdkgR55pAjvkoVV8,"Orchid Place",0,NULL,"7 Westgate Terrace, London",51.4868813,-0.1887290
3983,ChIJKcPm9Y4PdkgRIBzJbq6hK6o,Centrepoint,0,NULL,"Langtry Pl, London",51.4869499,-0.1966052
3984,ChIJRbpy7H0FdkgRkZBNH11HsTI,"Astor Court",0,NULL,"12 Maynard Close, London",51.4790306,-0.1869639
3985,ChIJB86yGIgPdkgRcgLBBE1XaLY,"The Chelsea Bed & Breakfast",0,NULL,"66 Ifield Road, London",51.4846153,-0.1881738
3986,ChIJF_PzxIQPdkgRmAV9HjdhwAI,"The George",0,NULL,"The George, 506 Fulham Road, London",51.4797058,-0.1991015
3987,ChIJMWdyI4gPdkgRTLFNVs-GShg,"Flat Ifield Road Kensington",0,NULL,"Ifield Road, London",51.4848976,-0.1884370
3988,ChIJwxH2rIMPdkgRNQ1j8B8UOtY,"Bed & Breakfast",0,NULL,"8 Parthenia Road, London",51.4755173,-0.1962057
3989,ChIJ9cF0qYgPdkgRH_3qZl64mR8,"One & two Bedroom Apartment in Brompton Park Crescent",4.4,NULL,"Brompton Park Crescent, London",51.4834633,-0.1922890
3990,ChIJfbjw3nwFdkgRHcfWwi1IdpM,"One Bedroom Apartment Gunter Grove - Chelsea",0,NULL,"Gunter Grove, London",51.4822044,-0.1846510
3991,ChIJNRVUJ3wFdkgRn7OblxYDi94,"Ivy Lettings",4.7,NULL,"Worlds End Studios, 132-134 Lots Road, London",51.4783173,-0.1839508
3992,ChIJT_kt3YEPdkgRywBYPtSVr-Q,"Aparment Wandsworth Bridge Road - Fulham",0,NULL,"Wandsworth Bridge Road, London",51.4734497,-0.1920385
3993,ChIJ06xriI8PdkgR_JbJ3R9kOc8,"London Square",0,NULL,"101 Farm Lane, London",51.4831276,-0.1975215
3994,ChIJ_cYwoJoPdkgRTcw0uwLjMO4,Travellodge,0,NULL,"290-, 302 North End Road, London",51.4831429,-0.2008934
3995,ChIJR4FiuokPdkgROM783ncxEc4,"Top Properties Chelsea",0,NULL,"113 Finborough rd, London",51.4866562,-0.1898775
3996,ChIJSVYLKYIPdkgRzuyfqY-fetY,"Bed and Breakfast in Fulham",0,NULL,"30 Stokenchurch Street, London",51.4749680,-0.1939081
3997,ChIJbZaTt4kPdkgRBb-QetwT_Xw,"Friendly Rentals Finborough",0,NULL,"93, Finborough Road, London",51.4865494,-0.1894340
3998,ChIJGVrMXo4PdkgRNWfomA1hemA,"MediterraneoCase Ltd",0,NULL,"15 Lillie Road, London",51.4868736,-0.1972663
3999,ChIJ-_e5I4gPdkgRSzkVHz4pi-0,"Josephine Swannie",0,NULL,"66 Ifield Road, London",51.4848480,-0.1883269
4000,ChIJE-fdyYkPdkgR44w3mzvZ-Uk,"Italianflat - Chelsea",0,NULL,"91 Finborough Road, London",51.4863663,-0.1893004
4001,ChIJqby5fHgPdkgRGXKMRI7KUsU,"Luxury In London",0,NULL,"3 Bradbourne Street, London",51.4728279,-0.1975145
4002,ChIJF4dpbnwFdkgRdmMNRktW78U,Godiva,0,NULL,"39 Uverdale Road, London",51.4797974,-0.1827807
4003,ChIJa7fQHYwPdkgR9J6CzdSglt8,"Kempsford Gardens",0,NULL,"Flat 1 11 Kempsford Gardens Sw5 9La, London",51.4886971,-0.1948308
4004,ChIJ-ckji5gPdkgRk_6hNULP12Q,"41 Rosaline Road",0,NULL,"41 Rosaline Road, London",51.4805450,-0.2099332
4005,ChIJa8IdI4wPdkgR8gJBxFRw4pw,"Bed and Breakfast Fulham and Earls Court B&B Service",0,NULL,"Suite 8, 44 Eardley Crescent, London",51.4891205,-0.1954169
4006,ChIJb7YGXZgPdkgRR6kOqRpUC0c,"The Captain Cook",4.4,NULL,"203-205 Dawes Road, London",51.4811707,-0.2097188
4007,ChIJIXRAB4wPdkgRc8t4hDrCHiI,"Wembar Hotel",0,NULL,"19 Warwick Road, London",51.4889908,-0.1938399
4008,ChIJkQSrBIcPdkgR27nk_Km-KC4,"Fulham House",0,NULL,"493 Fulham Road",51.4800262,-0.1903719
4009,ChIJNXIzgI8PdkgRZwqRhi3FEKA,"Casa Engracia LONDRES",0,NULL,"112 Farm Lane, London",51.4834671,-0.1967224
4010,ChIJ4xpfv5oPdkgRYm5fZHZKBqc,"RueSaintJacques Guest House",0,NULL,"12 Epirus Road, London",51.4818916,-0.2009840
4011,ChIJB-7BM44PdkgRF4Vav4vFuVI,"Enterprise Suite",0,NULL,"Hotel Ibis London Earls Court, Lillie Road, London",51.4858322,-0.1991700
4012,ChIJEwsqBo8PdkgRAMyPDqlDhOw,"Swift's Guest House",0,NULL,"4 Hildyard Road, London",51.4852524,-0.1963629
4013,ChIJA54g-30FdkgRXOPwqHug7nU,"Burford Walk",0,NULL,London,51.4785843,-0.1871700
4014,ChIJWRLUxJsPdkgRUka-xFajfac,"17 Homestead Road Bed & Breakfast",0,NULL,"17 Homestead Road, Fulham",51.4798317,-0.2047024
4015,ChIJHfKj5psPdkgRrzwwII8HW5I,"London Guests at Home",0,NULL,"22 Marville Road, London",51.4790535,-0.2050107
4016,ChIJwdtlVo4PdkgRacOv8rq06So,"LPD (London Prime Dwelling)",4.8,NULL,"15 Seagrave Road, Fulham",51.4863281,-0.1968237
4017,ChIJ2wCEMpAPdkgRU8jkIBhRvj4,"Beaufort Court",0,NULL,"Hermitage Villas, 53 Lillie Road, London",51.4857903,-0.2003749
4018,ChIJMRgU3HwFdkgRVcXMByfp3f0,"FG Property",0,NULL,"58 Mirabel Road, London",51.4819717,-0.1842862
4019,ChIJN1YRiKQMdkgRANyX0H8bG2E,"Premier Inn Twickenham East",4.2,NULL,"Corner Sixth Cross/Staines Road, Twickenham",51.4392929,-0.3598961
4020,ChIJV6FmSZkMdkgRu2s730J0Twg,"Three Bedroom Apartment in Twickenham",0,NULL,"207 Stanley Road, London",51.4360466,-0.3475220
4021,ChIJs57o22ILdkgR-jFwVJmHOm0,"Teddington Lodge",4.8,NULL,"66 Stanley Road, Teddington",51.4282074,-0.3413460
4022,ChIJ3WZlpoMMdkgRCzFRmIkUfjU,"5 Waldegrave Park",0,NULL,"Waldegrave Park, Twickenham",51.4337997,-0.3371209
4023,ChIJ-3n-KoUMdkgRYu7BMZNCcas,wigley,0,NULL,"Flats 1-12, Wigley Lane, Twickenham",51.4382858,-0.3402750
4024,ChIJrXf-KoUMdkgRJvl3pN99GjQ,"Wigley Short Let Apartments",0,NULL,"Wigley House Wigley Lane off Wellesley Road Strawberry Hill, Twickenham",51.4382782,-0.3403401
4025,ChIJterZuoMMdkgRmLE1U91IOB0,"9 Waldegrave Park",0,NULL,"Waldegrave Park, Twickenham",51.4338150,-0.3366479
4026,ChIJu8j4uIMMdkgRmhCxWobfRnM,"13 Waldegrave Park",0,NULL,"Waldegrave Park, Twickenham",51.4338379,-0.3361003
4027,ChIJ1fpKxIMMdkgR9TGABwY8DcM,"17 Waldegrave Park",0,NULL,"Waldegrave Park, Twickenham",51.4338531,-0.3354948
4028,ChIJHXAx24MMdkgRYsZisr-yblk,"19 Waldegrave Park",0,NULL,"Waldegrave Park, Twickenham",51.4340439,-0.3350240
