id,google_id,name,rating,price_level,vicinity,latitude,longitude
1636,ChIJK6FkwOAadkgRFzlhh92FKpU,"Camden Residential Flat",0,NULL,"Parkway road 104, London",51.5373077,-0.1456552
1637,ChIJlRBmnRwbdkgROxwOH170AZ4,"Ifor Evans Hall",3.9,NULL,"109 Camden Road, London",51.5448990,-0.1367149
1639,ChIJe7b6auAadkgRKxQafril1bY,"Apartment Arlington Road - Camden Town",0,NULL,"Arlington Road, London",51.5371361,-0.1426900
1640,ChIJoQET8x8bdkgRmnQqA_7l4I4,"King's Terrace",0,NULL,"King's Terrace, London",51.5363731,-0.1397290
1641,ChIJWw66v-YadkgRUAgGhlehdfc,"Friendly Rentals Canal View",0,NULL,"35 Oval Road, London",51.5400085,-0.1483343
1642,ChIJTy0cFOIadkgRTUCYUf-F_yc,"Holiday Velvet Ltd",0,NULL,"55 Kentish Town Road, London",51.5423279,-0.1422121
1643,ChIJn_PWsh8bdkgRwcIFkZ9QCWo,"Italianflat - Camden",0,NULL,"1B Saint Martins Close, London",51.5386620,-0.1387526
1644,ChIJyVT4nRwbdkgRaBTP9QMjCjE,"UCL accommodation",0,NULL,"109 Camden Road, London",51.5447998,-0.1352407
1645,ChIJ0_WHtOEadkgRX-8MI3HcWBQ,"Camden Central Apartment",0,NULL,"3, 1 Parkway, Camden Town",51.5387421,-0.1428851
1646,ChIJwb3O2x8bdkgRSnGZQs0TevA,"City Stay Aparts",4.4,NULL,"85 - 87 Bayham Street, CAMDEN TOWN, London",51.5377121,-0.1406733
1647,ChIJbaI1Fh8bdkgRsW4hAG3Ysjk,"National union of students",0,NULL,"14-15 Mandela Street, London",51.5377541,-0.1367528
1648,ChIJ75-8VuEadkgRsQZp9iqNj0M,"The Generator",0,NULL,"37 Tavistock Place, London",51.5409355,-0.1465660
1649,ChIJJd3QsOEadkgRxMsjNXZ9EMI,"Camden Lock Guesthouse",0,NULL,"193 Camden High Street, London",51.5392570,-0.1432317
1650,ChIJeRt1buIadkgRarTfXlVs3D8,Quinns,4.3,NULL,"65 Kentish Town Road, London",51.5428658,-0.1419805
1651,ChIJ6emgcwQbdkgRPL9VNMTbpyU,"Axo Student Living",0,NULL,"111 Bartholomew Road, London",51.5502510,-0.1347786
1653,ChIJs-vkPx4bdkgRve-Ax5FgF0E,"Camden Rooms",0,NULL,"119 Camden Street, London",51.5398788,-0.1396032
1654,ChIJhejQ9hwbdkgRSR7A80RNUs8,Rochester,0,NULL,"57 Rochester Row, London",51.5441208,-0.1372155
1655,ChIJ31szkBwbdkgR7dwF33zdAno,Amir's,0,NULL,"26 Rochester Mews, London",51.5445023,-0.1362661
1656,ChIJ8fB_fuEadkgRlVtAAj7kEus,"Fleet Hill",0,NULL,"236 Camden High Street, London",51.5410461,-0.1444073
1657,ChIJQ2KHzeEadkgRCzrijhD7ZDg,"Xpackers Ltd",0,NULL,"10-11 Greenland Place, London",51.5387726,-0.1418233
1658,ChIJvZzWcuEadkgRjXWI5zZ-Bek,Arlington,0,NULL,"Arlington House, 220 Arlington Road, London",51.5399628,-0.1446514
1659,ChIJASDtJB8bdkgR5XQxUYh8uDo,"Casa POPI",0,NULL,"104 College Place, London",51.5380440,-0.1362026
1660,ChIJuxiE5OMadkgR7SgI9sjoXyY,Appart,0,NULL,a,51.5415115,-0.1460334
1661,ChIJvxUZReEadkgR5k1m1j-luSA,"double tree by Hilton",0,NULL,"30 Jamestown Road, London",51.5404510,-0.1460925
1662,ChIJKbmgy-IadkgRuusF-I1c_ZE,"Camden Luxury Penthouse Hideaway",0,NULL,"1 Prince of Wales Road, London",51.5462990,-0.1428545
1663,ChIJh1rvFOAadkgRqJVtVRgdcQs,"Chant House",0,NULL,"101-102 Arlington Road, London",51.5369492,-0.1423231
1664,ChIJEVkgiR8bdkgRi02R7n9R2P4,"Blu Grass",0,NULL,"6 Plender Street, Camden",51.5362129,-0.1390368
1665,ChIJv-Ny0fwadkgRjs9f6RBK2D0,"CamdenBnB Hotel",3.5,NULL,"1-3 Grafton Road, London",51.5469475,-0.1446092
1666,ChIJ9dNrPv0adkgRrL9ruiE4_sY,"Stay in Camden Guest House",0,NULL,"45 Alma Street, London",51.5476913,-0.1428913
1668,ChIJNwqXg_0adkgRsPk6ei2mKEk,Totalstay,0,NULL,"8 Holmes Road, London",51.5493546,-0.1416398
1689,ChIJ6VyLEN8adkgRPn-wzjtiSO8,"Viridian Housing",0,NULL,"Park Village East, London",51.5320702,-0.1423225
1701,ChIJ--3dTu8adkgRwEjp7wPaRns,"Apartment Gloucester Avenue - Primrose Hill",0,NULL,"Gloucester Ave, London",51.5416641,-0.1538940
1703,ChIJhSZfBt8adkgRwgFjOLwKGC4,"Goldsmiths House",0,NULL,"50 Park Village East, London",51.5320435,-0.1423401
1704,ChIJ0abz0OgadkgRqjv7m-_vpH4,"Impala House",0,NULL,"8yb, 9 Chalcot Square, London",51.5406303,-0.1552959
1706,ChIJWYRVysIadkgRbTyNZlPJwXM,"Gir Lion Lodge",0,NULL,"ZSL London Zoo, Outer Circle, London",51.5344696,-0.1530254
1722,ChIJs1CrKx4bdkgRsvHeOq65_aE,"Anello Building",0,NULL,"116 Bayham Street, London",51.5387650,-0.1409003
1723,ChIJ91SSAtgCdkgRJbwY1t8MtZI,"YHA London Thameside",3.7,NULL,"20 Salter Road, London",51.5044098,-0.0461220
1724,ChIJQWKvWycDdkgREsOhwUMM79w,"Valet Apartments Canada Water",0,NULL,"Vancouver House, Surrey Quays Road, London",51.5000916,-0.0474376
1725,ChIJfwjDNtgCdkgR5cZ0XC_amAM,"Apartment Wharf - Water Gardens",0,NULL,"Water Gardens Square, London",51.5034332,-0.0444831
1726,ChIJVVPaLxkDdkgRUZWJs9dRhJM,"Hotel London Stay",0,NULL,"2be, 185 Rotherhithe New Road, London",51.4907188,-0.0533755
1727,ChIJJdwfeuACdkgRKGvcmFIxLjs,"Splendid 2 Bed Near Tower Bridge",0,NULL,"Flat 10, Buchanan Court, Worgan Street, London",51.4936485,-0.0446224
1728,ChIJYeyT4-ECdkgRbI49hh6AS44,"Apartment Oldfield Grove",0,NULL,"122 Oldfield Grove, London",51.4896088,-0.0465986
1731,ChIJ-fZSxSADdkgRPOGJ2thS0r8,"Apartment Wharf - Victoria House",0,NULL,"Victoria House, Surrey Quays Road, London",51.4975891,-0.0496700
1732,ChIJ66r6Vt8CdkgRSG8KAluwstE,"Apartment Wharf - Eden",0,NULL,"Eden House, Water Garden Square, London",51.4987793,-0.0466866
1733,ChIJJQAwTN8CdkgR0RlbiJLVZbw,"Apartment Wharf - Dovec",0,NULL,"Dovecote House, Water Gardens Square, London",51.4989433,-0.0459535
1734,ChIJcQuAWtgCdkgR1LV-wrMLU0M,"Saint Mary’s Cottage",0,NULL,"10 Hurley Crescent, London",51.5023537,-0.0447265
1735,ChIJXbkjA9gCdkgRMD5U79eIMPI,"Youth Hostels Association",0,NULL,"20 Salter Road, London",51.5044479,-0.0463479
1736,ChIJ71L3S-ACdkgRq2MUrM4s9R4,"Tower Property Solutions",0,NULL,"1A Rotherhithe New Road, London",51.4917068,-0.0449700
1737,ChIJrywF5R8DdkgRU0A2znBQCZ4,"Mohammed Gramta",0,NULL,London,51.4931946,-0.0474923
1738,ChIJrRgD0ygDdkgRTua7ySvnVV8,"Metropolitan Wharf",0,NULL,"70 Wapping Wall, Canary Wharf",51.5065575,-0.0525602
1741,ChIJZ_rgySADdkgRN2aFQtLi6oE,"Vancouver House",0,NULL,"7bw, Needleman Street, London",51.4990768,-0.0486120
1742,ChIJy3rMNicDdkgRWWwrDv1uu3w,"oakville house",0,NULL,"7bx, Dominion Drive, London",51.4996643,-0.0487370
1743,ChIJy3rMNicDdkgRH_jIKlpRuVg,"hanover house",0,NULL,"Dominion Drive, London",51.4996643,-0.0487370
1744,ChIJQ1umfuACdkgRQvHl8hEPPjA,"buchanan court",0,NULL,London,51.4936638,-0.0442861
1747,ChIJE5Eu6h4DdkgR8qCnoRkUnBc,"Silverlock Housing Department Shelter",0,NULL,"Millender Walk, London",51.4903564,-0.0512840
1748,ChIJG4Y4edsCdkgR53t3BmCdKTc,"Casa Sweety",0,NULL,"23 Somerford Way, London",51.4995346,-0.0377019
1749,ChIJW55oOOcCdkgRqriafarB0XU,"Iceland Wharf",0,NULL,"1 Yeoman Street, London",51.4925957,-0.0401697
1750,ChIJA2fFFrkCdkgRfyw4lAB3Aqs,"Hilton London Canary Wharf",4.3,NULL,"Marsh Wall, London",51.5008087,-0.0195760
1751,ChIJLXBTwcgCdkgRYylcl03_ztc,"Canary Riverside Plaza Hotel",4.2,NULL,"46 Westferry Circus, London",51.5065269,-0.0278925
1752,ChIJyZap4LsCdkgR15bK4_L6-m0,"International Hotel",3.1,NULL,"163 Marsh Wall, London",51.5019226,-0.0232247
1755,ChIJHxE6IL8CdkgRVVys2hcX5u8,"Clarendon Serviced Apartments - Lanterns Court",4.4,NULL,"Lanterns Way, Canary Wharf, London",51.4979515,-0.0208510
1757,ChIJSz8ju74CdkgRClaxOaYA6AY,"Zen Apartments - Canary Wharf",4.2,NULL,"37 Millharbour, London",51.4982300,-0.0176838
1758,ChIJcT0fPscCdkgR-EoLBcCK18I,"Marlin Apartments - Canary Wharf",3.8,NULL,"9 Byng Street, London",51.5006180,-0.0254891
1759,ChIJR5nwAbkCdkgR9vqZNyDU9LA,"Millharbour Apartments",0,NULL,"Suit 6, Laybourne House, Admirals Way, London E14 9UH, London",51.5015640,-0.0204746
1761,ChIJoW9CsMACdkgRD3fGkNHaJPc,"Karim's Apartments",0,NULL,"Flat 75 Midship Point. The Quarterdeck, London",51.4986649,-0.0243079
1762,ChIJRcxRUbwCdkgR4rUSyLVY3Xo,"ZEN Apartments - Excel and O2 Arena",0,NULL,"Baltimore Wharf, London",51.4969788,-0.0150552
1763,ChIJO0Il674CdkgRqAJzOPYtcUo,"Valet Apartments Cobalt Point",0,NULL,"Cobalt Point, Flat 1102, 38 Millharbour, London, London",51.4977226,-0.0191032
1765,ChIJ927JmMcCdkgRTeIe2nxpW2g,"604 Canary Wharf",0,NULL,"604 Whitby House, 26 Marsh Wall, London",51.5022163,-0.0248147
1766,ChIJiXgMYLsCdkgR4IB6x2jmt7s,"Service Apartment South Quay",0,NULL,"Canary Central, Cassilis Road, London",51.4993095,-0.0132138
1767,ChIJP_nKE8cCdkgRktl1KkL9QLY,"Valet Apartments Manilla Street",0,NULL,"Flat 10, 4 Manilla Street, London",51.5010338,-0.0252050
1768,ChIJPWpXxb4CdkgR4cD0HwsWz5Y,"HSH Canary London",0,NULL,"Jackson Tower 1 Lincoln Plaza, London",51.4985657,-0.0197456
1769,ChIJmzvJfr4CdkgRcMqucU5P76M,"Canary Wharf Apartments",0,NULL,"12 Pepper Street, London",51.4963112,-0.0178425
1770,ChIJiyaSH78CdkgRn5I1-Og_P-Y,"Smart City Apartments Canary Wharf",0,NULL,"Flat 303, Denison House, Lanterns Court, 20 Lanterns Way, London",51.4978752,-0.0206328
1771,ChIJaYIuDrkCdkgReEIw2l-jVoo,"Riverside Bliss Apartment",0,NULL,"Flat 100 Discovery Dock Apartments East, 3 South Quay Square, London",51.5013428,-0.0183592
1772,ChIJ73ls3MgCdkgR0_kdA6uemWg,"Phoenix Heights By Bridgestreet",4.4,NULL,"4 Mastmaker Road, London",51.5002136,-0.0217850
1773,ChIJDdD3DbkCdkgRv2ERkojSoOw,"Discovery Pad",0,NULL,"52 Discovery Dock, 3 Southquay Square, London",51.5012131,-0.0193677
1774,ChIJJU-Ppb0CdkgRQaxr6Yghp4Q,"Aegon House Apartment",0,NULL,"Aegon House, 13 Lanark Square, Apartment 25, London",51.4959335,-0.0151545
1775,ChIJn19EH78CdkgRIMW2gkpS0QU,"Go Native Canary Wharf",0,NULL,London,51.4978714,-0.0208235
1776,ChIJZVFImL4CdkgRE1bdkj7d3tg,"Millharbour Serviced Apartments",0,NULL,"41 Judd Street, London",51.4976768,-0.0182280
1777,ChIJp20nwLsCdkgR8HLHRao7ju8,"Discovery Dock Serviced Apartments",0,NULL,"Discovery Dock East, 3 S Quay Square Canary Wharf, London",51.5005569,-0.0162458
1778,ChIJDdD3DbkCdkgRFrE4OrJvTIY,"Waterfront Haven",0,NULL,"102 Discovery Dock, 3 Southquay Square, London",51.5012131,-0.0193677
1780,ChIJt67cerkCdkgRgfC1PMJI0pE,"Clarendon Serviced Apartments - Discovery Dock West",4.9,NULL,"Discovery Dock West, 2 South Quay, London",51.5013618,-0.0189148
1781,ChIJtUaUIL8CdkgRuKAj5Mu6XkU,"Modern 2 Bed 2 Bathroom in Canary Wharf",0,NULL,"Flat 110, 25 Indescon Square, London",51.4981575,-0.0205951
1783,ChIJZVFImL4CdkgROmHYm1fxbCw,"London Holiday Rentals",0,NULL,"41 Millharbour, London",51.4977951,-0.0181924
1784,ChIJ_2feKsECdkgRy77PmvZ9w10,"Libertas Suites",0,NULL,"Naxos Bldg, 4 Hutching's Street, London",51.4989510,-0.0264305
1785,ChIJ89QlzsYCdkgRhs7QjNBMI6g,"Seacon Tower Serviced Apartments",4.2,NULL,"5 Hutching's Street, London",51.4991989,-0.0266000
1786,ChIJf2E9574CdkgReq4NykdWApM,"SACO Canary Wharf - Trinity Tower",4.3,NULL,"Trinity Tower, C, 28 Quadrant Walk, London",51.4976349,-0.0196525
1787,ChIJZVFImL4CdkgRxqKwSmG4yvE,"Crown Lawn Apartments",0,NULL,"41 Millharbour, London",51.4982872,-0.0189760
1788,ChIJkULF3bgCdkgRIQSEz4Qfb2s,"902 Phoenix Heights East",0,NULL,"Flat 902, 4 Mastmaker Road, Canary Wharf Phoenix Heights East, London",51.5004311,-0.0209391
1789,ChIJ-0fMw7sCdkgRImJL_-NUZ0U,"City Tower Serviced Apartments - House Of MoLI",0,NULL,"Suite 9 3rd Floor 225 Marsh Wall South Quay, London",51.5007324,-0.0165500
1791,ChIJEeh_OLsCdkgRd8FX4P9K8cY,"Zen Apartments",3,NULL,"Discovery Dock Apartments East, 3 South Quay Square Canary Wharf, London",51.5010300,-0.0181518
1792,ChIJY1F_vr4CdkgRCn9fYnCeO78,"Canary Wharf Serviced Apartments",0,NULL,"37 Millharbour, London, Canary Wharf",51.4980698,-0.0186890
1793,ChIJPbU5_rgCdkgR7hEQ-NAtaz0,"Protem Apartments",0,NULL,"Suite 4 Parker House, Admirals Way, London",51.5015259,-0.0205566
1794,ChIJMeV3_LgCdkgRTieDqTkTjHU,"Oasis Places Ltd",0,NULL,"Ensign House, Admirals Way, London",51.5012207,-0.0210371
1795,ChIJ1aeNAbkCdkgRuG0SILwSUuI,"Falcon Apartments",0,NULL,"Suite 6 Laybourne House, Admirals Way, London",51.5014839,-0.0203875
1796,ChIJHxE6IL8CdkgRA4KCQmCtjJE,"Clarendon Serviced Apartments - Discovery Dock East",4.9,NULL,"Discovery Dock East, 40 Marsh Wall, London",51.5012283,-0.0180899
1797,ChIJsTsPDLkCdkgRFEgvohEDhzY,"Apartment Wharf - Discovery Dock West",0,NULL,"Discovery Dock Apartments West, 2 South Quay Walk, London",51.5005417,-0.0174286
1798,ChIJKVLjgrgCdkgRECscDLIr8Q0,Novotel,0,NULL,"40 Marsh Wall, London",51.5012283,-0.0234097
1799,ChIJTWNtd8cCdkgRQtWdk2cL0qg,"Apartment Wharf - Cuba Street",0,NULL,"cuba street, London",51.5012512,-0.0237410
1801,ChIJJX25ULkCdkgR3CG0Jdm7c_0,"Canary Wharf Apartments",0,NULL,"Pan Peninsula Square, London",51.4999733,-0.0178139
1802,ChIJSbJZV7kCdkgRGBoMCuSxvVM,"Pan Peninsula Square",4.4,NULL,"2 Pan Peninsula Square, London",51.4999657,-0.0178315
1803,ChIJLR1PLr8CdkgRB1A9pt23tgk,"Apartment Wharf - Indescon",0,NULL,"Indescon Court, 15 Indescon Square, London",51.4987755,-0.0211298
1804,ChIJYWq42r4CdkgRpOwPwZbBDsg,"Clarendon Serviced Apartments - Talisman Tower",0,NULL,"6 Lincoln Plaza, London",51.4986115,-0.0195630
1805,ChIJAWu42r4CdkgR2MX6DhqeTPo,"Clarendon Serviced Apartments - Duckman Tower",4.8,NULL,"3, Lincoln Plaza, London",51.4984283,-0.0193291
1807,ChIJT_inlL4CdkgRu_cwg6WwfBQ,"Apartment Wharf - Millharbour",0,NULL,"Millharbour, London",51.4983406,-0.0188467
1810,ChIJWQwdhAeo2EcRbPF4GXwoK70,"Holiday Inn Express - Royal Docks",3.7,NULL,"1 Silvertown Way, London",51.5119781,0.0114762
1812,ChIJm_BrYgio2EcRmSIYnEyju4g,"Docklands Apartment",0,NULL,"Turner Street, London",51.5124435,0.0127187
1814,ChIJY8CiXAio2EcR3gF6VVfQsFM,"Austin David Apartments - Classic 2 bed Apt",0,NULL,"5 Briary Court. Turner Street, London",51.5129585,0.0135230
1815,ChIJL9UnbAyo2EcRwmauksYkSyU,"Cosy Apartment near ExCeL Centre",0,NULL,"Flat 7 The Oxygen, 17 Seagull Lane., London",51.5088882,0.0194162
1816,ChIJQScOIwyo2EcRtwgpa04xdOE,"Adriatic Apartment",0,NULL,"Western Gateway, 71 Adriatic Apartment, London",51.5082169,0.0181894
1817,ChIJQdodagyo2EcRqgIJI18_Rpc,"Stylish Apartment In Royal Victoria",0,NULL,"Flat 48 The Oxygen, London",51.5084953,0.0194191
1818,ChIJh9gAagyo2EcR1Z3LxEpqslU,"Dockland Digs",0,NULL,"Westin Gateway, London",51.5084457,0.0194080
1820,ChIJ0ViqM_2n2EcRjAx6WfNyH04,Aurelia,0,NULL,"Rathbone Market, Barking Road, London",51.5167084,0.0117286
1822,ChIJiwEr4Aeo2EcRIkvwKxONoWo,"Jubilee court",0,NULL,"99 Rathbone Street, London",51.5138474,0.0117191
1823,ChIJgfHsO_2n2EcRaipMR2iw_DI,"1 Rathbone Market",0,NULL,"Barking Road, London",51.5167236,0.0106937
1824,ChIJX0IRlOKn2EcRUnLV0tLcyIA,travelodge,0,NULL,"21 Lawrence Street, London",51.5160522,0.0135019
1825,ChIJnTJ3qeOn2EcR4nMT5Ey7TCA,"London Overnight Parking",0,NULL,"1 Morgan Street, London",51.5180130,0.0148722
1826,ChIJfRdpl-On2EcRAB9uWRdy0Ig,"Canary heights",3.7,NULL,"213 Barking Road, London",51.5191803,0.0154607
1827,ChIJ6bDn6Q6o2EcRjWG_CP602WI,Hoola,0,NULL,"28 Tidal Basin Road, London",51.5084038,0.0156785
1828,ChIJ96MRbQyo2EcRsKb74xBwXOk,"Oceanis apartments",0,NULL,"Oceanis Apartments, 19 Seagull Lane, London",51.5089836,0.0191887
1880,ChIJS3cfZFQDdkgR5G-hzCN8mZU,"Go Native City St Swithin's",0,NULL,"3-6, Sandeman House, 20 Saint Swithin's Lane, London",51.5118065,-0.0887628
1881,ChIJq4b5vFUDdkgRAepa8bYCHMw,"Go Native City College Hill",0,NULL,"22 College Hill, London",51.5115089,-0.0921056
1882,ChIJYdET4FQDdkgRbjvXg_CcAm0,"The Ned",0,NULL,"27 Poultry, London",51.5135612,-0.0901878
1883,ChIJ4d8gd1MDdkgRmhQNuY4gUKc,rafayel,0,NULL,"Lombard Street, London",51.5126076,-0.0871415
1884,ChIJW8qlaFUDdkgRYeByLqOKZZU,"Oakwood Well Court",0,NULL,London,51.5133133,-0.0931665
1885,ChIJBdk-YlUDdkgRHRatH7Uvrsk,"Roomspace Service Apartments",0,NULL,"4 Groveland Court, London",51.5132561,-0.0938151
1886,ChIJR60fKlIDdkgRkswiz1pEjRw,"London Serviced Apartments",0,NULL,"Werna House, Monument Street, London",51.5097923,-0.0847440
1887,ChIJJ9alPFIDdkgRMgysyjZ-GJ0,"Lovat Lane by Skyline",0,NULL,"21-22 Lovat Lane, London, EC3R 8EB, London",51.5097733,-0.0842280
1888,ChIJUSGlPFIDdkgRDejH7RfKRJY,"Go Native Monument",4.4,NULL,"14 Lovat Lane, London",51.5097427,-0.0842502
1890,ChIJSWE9UascdkgRiIUXFip3Up0,"Office Space City of London - Lenta",4.9,NULL,"11-12 Tokenhouse Yard, London",51.5155525,-0.0883657
1891,ChIJF0VlCJAcdkgRq4HduWk5dbQ,"The Luxury Inn",0,NULL,"156 Tottenham Road, London",51.5458641,-0.0831871
1892,ChIJ81Qi5H0bdkgRy25gEqfbgxk,"The Highbury Centre",4.2,NULL,"20-26 Aberdeen Park, London",51.5514145,-0.0951193
1893,ChIJjyw3epscdkgRf7vuO0WlyKE,"Kandara Guest House",4.7,NULL,"68 Ockendon Road, London",51.5442276,-0.0876094
1894,ChIJ_fAlS4UcdkgRIkJ4oyLpwMQ,"1 Bed Apartment In Angel",0,NULL,"Flat 26, Altair Court, 204 Southgate Road, London",51.5465660,-0.0835336
1895,ChIJV7Yc2oUcdkgRHf9i860za80,"Sanctuary Students - Alliance House",3.5,NULL,"44-45 Newington Green, London",51.5518913,-0.0860126
1897,ChIJCR2ZoYMcdkgRI6dASHZV5SY,"Arundel Project",0,NULL,"46 Grosvenor Avenue, London",51.5493164,-0.0897802
1898,ChIJR77XRH0bdkgRuk6ZhIN5kmo,"Friendly Rentals Islington 1",0,NULL,"132 Saint Paul's Road, London",51.5473442,-0.0948162
1899,ChIJ4yushJwcdkgRhBVlWQU0qNQ,"One Bedroom on Ockenden Road #89",0,NULL,"89 Ockendon Road, London",51.5445290,-0.0885498
1900,ChIJ-VB9hZscdkgR7N4u96vdXqE,"1 Bedroom Flat with Garden",0,NULL,"70A Oakley Road, London",51.5432358,-0.0875500
1902,ChIJmYCpoWIbdkgR4CeMgKKi9lo,"la tua casa a Londra",0,NULL,"36 Canonbury Park South, London",51.5453568,-0.0942412
1903,ChIJA8hShZwcdkgR5gcEXCI5uuU,"Islington Inn",3,NULL,"366 Essex Road, London",51.5444946,-0.0889351
1904,ChIJneANYIYcdkgRRtXDQO-71qs,"Alliance House",0,NULL,"44-45 Newington Green, London",51.5519829,-0.0859977
1906,ChIJz4d3LJocdkgRJzZKBvwfqV8,"Southgate Road Apartment",0,NULL,"Southgate Road, London",51.5415993,-0.0849690
1909,ChIJGUfzEJ0cdkgR8vxUEMvnqnY,"Casa Olga",0,NULL,"60 Clifton Road, London",51.5447350,-0.0919220
1910,ChIJ9R41x48cdkgRDmtfvzM2H50,"Tudor Court",0,NULL,"Tudor Court, London",51.5477486,-0.0804321
1912,ChIJj1Ic_qcWdkgRERmBX3VsYDA,"Madonna Halley Hotel",4.2,NULL,"88 Whitchurch Lane, Edgware",51.6093788,-0.2830210
1913,ChIJZR_HugwUdkgRoNV8_H7px7c,"Janets B and B",0,NULL,"31 Gyles Park, London",51.6047325,-0.3060406
1914,ChIJPedK2AgUdkgRYELjdTIRuHU,Apartments2book,0,NULL,"Devonshire House, 582 Honeypot Lane, London",51.6034508,-0.2972189
1915,ChIJr1IQcg8UdkgRGDstkmLGx9U,"arthur court",0,NULL,"Letchworth Road, Stanmore, Edgware",51.6060791,-0.2962768
1916,ChIJ86hNVHMUdkgRiUb-hGzIHeY,"47 st andrews dr",0,NULL,,51.6042023,-0.3071707
1917,ChIJCfUzJzFrdkgRMwvTfYGdcdQ,"Diamond House",0,NULL,,51.6258202,-0.3871164
1918,ChIJPTowJOsHdkgRIc4WBp6N5Fg,Greyhound,3.8,NULL,"2 High Street, Carshalton",51.3650513,-0.1643299
1919,ChIJy-jlmZcHdkgRcrTQ2rzh7wo,"The Dukes Head",4.4,NULL,"The Green, 6 Manor Road, Wallington",51.3667259,-0.1537959
1920,ChIJYYX2Mb8HdkgRBEdFeqeUOis,"Strawberry Lodge Conference Centre",0,NULL,"Carshalton, Surrey",51.3727837,-0.1615360
1921,ChIJT8dAIZQHdkgRdVtRGz0SfiM,"Cholsey Meadows",0,NULL,"29 Rotherfield Road, Wallington",51.3642159,-0.1580429
1923,ChIJYWF3hu8HdkgRmFGG9_anc9s,"Beeches Lodge",0,NULL,"57 Harrow Road, Carshalton",51.3594589,-0.1749188
1924,ChIJl4w-FY4HdkgRgzHn8QiqLAo,"Carshalton Ridge Bed & Breakfast",0,NULL,"58 Stanley Park Road, Carshalton",51.3563995,-0.1571774
1925,ChIJHaKmgeQHdkgRGiuKrE5J_OM,Hillcroome,0,NULL,"12 Hillcroome Road, Sutton",51.3597832,-0.1814053
1926,ChIJiV57U4QSdkgR3-LZ4j5hkaU,"West London Y M C A",0,NULL,"Bordars Road, London",51.5222778,-0.3381190
1927,ChIJyyVyZ4YSdkgREo6LVE-U55s,"Our Little Flat",0,NULL,"99 Greatdown Road, London",51.5228767,-0.3341600
1928,ChIJlT83LmMSdkgRQ3YzgUZ_NnE,"Avalon B & B",0,NULL,"16 Avalon Road, London",51.5254364,-0.3262231
1929,ChIJxaHTVoUSdkgRageIldTp2Bg,Brentside,0,NULL,"377 Greenford Avenue, London",51.5247116,-0.3409714
1930,ChIJkRes-5oSdkgRUrOYQI4NxNw,"Mattia Casa",0,NULL,"58 Gifford Gardens, London",51.5228653,-0.3439024
1931,ChIJP7JE877-dUgRB1WAGyhMZsU,"Bed and Breakfast",0,NULL,"46 Crescent Road, Caterham",51.2815895,-0.0733979
1934,ChIJv6BjhxYCdkgRfep-QgNBVtI,Cosmedoctor,0,NULL,"35 Winslade Way, London",51.4462128,-0.0205025
1936,ChIJy--2gBUCdkgRMJtub45ppnI,"HOUSE OF SHAN",0,NULL,"122 Doggett Road, London",51.4490318,-0.0233336
1938,ChIJEXdPXDsCdkgR-KtY48gw2hg,"Fairway Lodge",0,NULL,"400-408 Stanstead Road, London",51.4430389,-0.0284550
1940,ChIJM_lOnDkCdkgRDcwPqHoNjWU,"B & B Catford",0,NULL,"Bankhurst Road, London",51.4475784,-0.0324064
1941,ChIJgT72Lj8CdkgR6iXA5iY5YxA,Barbara,0,NULL,"1sd, 103 Ewhurst Road, London",51.4498520,-0.0287185
1942,ChIJ_3Td_CQCdkgRdryw42IwRMc,"Dez - Rez Hotel",0,NULL,"131 Catford Hill, London",51.4393768,-0.0319209
1949,ChIJG0ySDxICdkgR9zEPXe_E2b8,"catford inn bed and breakfast",0,NULL,"141 Laleham Road, London",51.4474144,-0.0123277
1950,ChIJW5lFbRICdkgRU4-GiGcUKwM,"Catford Inn",0,NULL,"141 Laleham Road, London",51.4480667,-0.0124937
1956,ChIJ8U4ONjIHdkgRIZ26kfZX4eE,"Jurys Inn London Croydon",4,NULL,"Wellesley Road, Croydon, London",51.3761787,-0.0977899
1957,ChIJHwEghTIHdkgRM8-YATx9rRg,"Hampton by Hilton London Croydon",4,NULL,"30 Dingwall Road, Croydon",51.3777771,-0.0960520
1958,ChIJKwwEjssAdkgRBZm9R39Sxuo,"Croydon Park Hotel",3.7,NULL,"7 Altyre Road, Croydon",51.3728294,-0.0913461
1959,ChIJuTBwDjYHdkgRzHcri3FRiVc,Tulsi,3.8,NULL,"256A High Street, Croydon",51.3685036,-0.0996849
1960,ChIJg-hyRjIHdkgRk9QqDdFVO8Y,"The Lansdowne Hotel",3.8,NULL,"1 Lansdowne Road, Croydon",51.3766785,-0.0974425
1961,ChIJ17gb2TAHdkgRAUjL1LcLqFk,"Holiday Inn Express London - Croydon",3.7,NULL,"1, Priddy's Yard, London",51.3741798,-0.1019957
1962,ChIJYapN8DIHdkgRhwZ930_7YSE,"Premier Inn London Croydon Town Centre",4.2,NULL,"Phillips House, 6 Lansdowne Road, Croydon",51.3766251,-0.0960490
1963,ChIJJygHoDMHdkgRQg_B6XvNUSo,"Travelodge Croydon Central Hotel",3.2,NULL,"Norfolk House, Wellesley Road, Croydon, London",51.3750229,-0.0964397
1964,ChIJuzsY0NIAdkgREhkBSduc4Jc,"East Croydon Apartment",0,NULL,"45 Lansdown Road Croydon, Croydon",51.3804512,-0.0928333
